Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
24310000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24311000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24312000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24313000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025662
24314000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24315000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029184
24316000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24317000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24318000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24319000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24320000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025662
24321000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24322000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029184
24323000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24324000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24325000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24326000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020014
24327000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.026878
24328000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
