Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
260000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.084779
261000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.293991
262000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.721528
263000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.213465
264000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.965576
265000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.674411
266000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.713063
267000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.072101
268000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.059218
269000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.171269
270000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.531943
271000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.485434
272000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.204704
273000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.220935
274000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.115296
275000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.017443
276000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.847083
277000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.021228
278000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.120212
279000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.361478
280000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.126075
281000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.950988
282000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.193691
283000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.060588
284000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.034154
285000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.948191
286000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.261684
287000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.255517
288000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.120208
289000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.093404
290000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.626574
291000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.972214
292000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.355228
293000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.392677
294000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.157819
295000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.404670
296000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.331554
297000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.478667
298000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.602180
299000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.551105
300000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.541750
